국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한,원본파일
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR01,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR02,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR03,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR04,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR05,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
로즈마인 뷰티루어 아이섀도우,Rose Mine Beautylure Eye Shadow,EVCO-651,2015.05.20,RMESR06,압착분말상,2.5 g,이 수 진,눈 두덩이등에 가볍게 발라 매력적인 눈매로 연출해 줍니다.,,,2.5 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO651_(RMESR01)-로즈마인 뷰티루어 아이섀도우 오즈.xls
발모나 휘핑 모이스처 바디워시 아르간 오일 & 밀크,Valmona Whipping Moisture Body Wash Argan Oil & Milk,EVCO-652,2015.06.11,VMBC001,연황색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO652_(VMBC001)-발모나 휘핑 모이스처 바디워시 아르간오일&밀크.xls
발모나 휘핑 모이스처 바디워시 올리브 오일 & 밀크,Valmona Whipping Moisture Body Wash Olive Oil & Milk,EVCO-653,2015.06.11,VMBC002,연두색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO653_(VMBC002)-발모나 휘핑 모이스처 바디워시 올리브오일&밀크.xls
발모나 휘핑 모이스처 바디워시 알로에 베라 & 밀크,Valmona Whipping Moisture Body Wash Aloe Vera & Milk,EVCO-654,2015.06.11,VMBC003,청록색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO654_(VMBC003)-발모나 휘핑 모이스처 바디워시 알로에베라&밀크.xls
발모나 휘핑 모이스처 바디워시 머스크 & 밀크,Valmona Whipping Moisture Body Wash Musk & Milk,EVCO-655,2015.06.11,VMBC004,연주황색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO655_(VMBC004)-발모나 휘핑 모이스처 바디워시 머스크&밀크.xls
발모나 휘핑 모이스처 바디워시 밀크,Valmona Whipping Moisture Body Wash Milk,EVCO-656,2015.06.11,VMBC005,백색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO656_(VMBC005)-발모나 휘핑 모이스처 바디워시 밀크.xls
발모나 아보카도 바디워시,Valmona Avocado Body Wash,EVCO-657,2015.06.11,VMBC006,연황색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 목욕용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯이 문지른 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO657_(VMBC006)-발모나 아보카도 바디워시.xls
프레쥬 오리지날 허브 자연약쑥 필링젤,Fraijour Original Herb Wormwood Peeling Gel,EVCO-658,2015.06.26,FJPG002,진한 녹색의 젤상,300 ml,이 수 진,"세안 후 물기 없는 얼굴에 적당량을 덜어 눈가, 입가를 제외한 얼굴 전체에 바른 후 부드럽게 마사지 한 다음 미온수로 씻어냅니다.","리모넨, 리날룰",,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO658_(FJPG002)-프레쥬 오리지날 허브 자연약쑥 필링젤.xls
미미로린스 하니 수플레 바디 워시 프리지아 로맨스,Mimi Lauryne's Honey Souffle Body Wash Freesia Romance,EVCO-659,2015.07.02,MLBCM04,연노란색의 펄점액상,30 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO659_(MLBCM04)-미미로린스 하니 수플레 바디 워시 프리지아 로맨스.xls
스타바스 샤워 바디워시 퓨어 베리 딜라이트 향,Star Bath Shower Body Wash Pure Berry Delight Scent,EVCO-660,2015.07.15,SSBC001,빨간 알갱이 함유한 무색의 점액상,500 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO660_(SSBC001)-스타바스 샤워 바디워시 퓨어 베리 딜라이트 향.xls
스타바스 샤워 바디워시 스파클링 쿨 라임 향,Star Bath Shower Body Wash Spakling Cool Lime,EVCO-661,2015.07.15,SSBC002,파란 알갱이 함유한 무색의 점액상,500 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO661_(SSBC002)-스타바스 샤워 바디워시 스파클링 쿨 라임 향.xls
스타바스 샤워 바디워시 블루 레몬에이드 향,Star Bath Shower Body Wash Blue Lemonade Scent,EVCO-662,2015.07.15,SSBC003,하늘색의 투명 점액상,500 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO662_(SSBC003)-스타바스 샤워 바디워시 블루 레몬에이드 향.xls
스타바스 샤워 바디워시 라즈베리 망고 향,Star Bath Shower Body Wash Raspberry Mango Scent,EVCO-663,2015.07.15,SSBC004,빨간 알갱이 함유한 주황색의 펄점액상,500 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO663_(SSBC004)-스타바스 샤워 바디워시 라즈베리 망고 향.xls
스타바스 샤워 바디워시 소프트 크림 바닐라 향,Star Bath Shower Body Wash Soft Cream Vanilla Scent,EVCO-664,2015.07.15,SSBC005,백색의 불투명 펄 점액상,500 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지 하듯 골고루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO664_(SSBC005)-스타바스 샤워 바디워시 소프트 크림 바닐라 향.xls
미미로린스 하니 수플레 리퀴드 핸드솝 프리지아 로맨스,Mimi Lauryne's Honey Souffle Liquid Hand Soap Freesia Romance,EVCO-665,2015.07.17,MLLS001,무색 투명의 점액상,500 ml,이 수 진,"본 품 적당량을 취해 물기있는 손에 덜어 골고루 마사지하거나, 가벼운 거품을 낸 후 행궈줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO665_(MLLS001)-미미로린스 하니 수플레 리퀴드 핸드솝 프리지아 로맨스.xls
미미로린스 하니 수플레 리퀴드 핸드솝 프레쉬 라임,Mimi Lauryne's Honey Souffle Liquid Hand Soap Fresh Lime,EVCO-666,2015.07.17,MLLS002,무색 투명의 점액상,500 ml,이 수 진,"본 품 적당량을 취해 물기있는 손에 덜어 골고루 마사지하거나, 가벼운 거품을 낸 후 행궈줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO666_(MLLS002)-미미로린스 하니 수플레 리퀴드 핸드솝 프레쉬 라임.xls
미미로린스 하니 수플레 리퀴드 핸드솝 퀸스 플라워,Mimi Lauryne's Honey Souffle Liquid Hand Soap  Queen's Flower,EVCO-667,2015.07.17,MLLS003,무색 투명의 점액상,500 ml,이 수 진,"본 품 적당량을 취해 물기있는 손에 덜어 골고루 마사지하거나, 가벼운 거품을 낸 후 행궈줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO667_(MLLS003)-미미로린스 하니 수플레 리퀴드 핸드솝 퀸스 플라워.xls
미미로린스 하니 수플레 리퀴드 핸드솝 우드 세이지,Mimi Lauryne's Honey Souffle Liquid Hand Soap Wood Sage,EVCO-668,2015.07.17,MLLS004,무색 투명의 점액상,500 ml,이 수 진,"본 품 적당량을 취해 물기있는 손에 덜어 골고루 마사지하거나, 가벼운 거품을 낸 후 행궈줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO668_(MLLS004)-미미로린스 하니 수플레 리퀴드 핸드솝 우드 세이지.xls
미미로린스 하니 수플레 리퀴드 핸드솝 세인트 로즈,Mimi Lauryne's Honey Souffle Liquid Hand Soap Saint Rose,EVCO-669,2015.07.17,MLLS005,무색 투명의 점액상,500 ml,이 수 진,"본 품 적당량을 취해 물기있는 손에 덜어 골고루 마사지하거나, 가벼운 거품을 낸 후 행궈줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO669_(MLLS005)-미미로린스 하니 수플레 리퀴드 핸드솝 세인트 로즈.xls
보르도 민트 쿨링 풋 스프레이,Bordo Mint Cooling Foot Spray,EVCO-670,2015.08.05,BDFS001,백색의 불투명 액상,150 ml,이 수 진,가볍게 흔든 후 용기를 세워 분사해줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO670_(BDFS001)-보르도 민트 쿨링 풋 스프레이.xls
샴바드 플로리엔탈 바디워시,Schaumbad Floriental Body Wash,EVCO-671,2015. 08. 14,SMBC003,보라색의 펄점액상,1500 ml,이 수 진,적당량을 덜어 거품을 낸 다음 전신에 마사지하듯 문지른 후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO671_(SMBC003)-샴바드 플로리엔탈 바디워시.xls
샴바드 오트밀 데일리 모이스처 바디 로션,Schaumbad Oatmeal Daily Moisture Body Lotion,EVCO-672,2015. 08. 14,SMBL001,백색의 유액상,1500 ml,이 수 진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO672_(SMBL001)-샴바드 오트밀 데일리 모이스처 바디 로션.xls
페디슨 메터니티 퓨어 페미닌 클렌저 오리엔탈 허브,Pedison Maternity Pure Feminine Cleanser Oriental Herb,EVCO-673,2015.08.19,PDIR004,진한 갈색의 투명액상,200 g,이 수 진,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO673_(PDIR004)-페디슨 메터니티 퓨어 페미닌 클렌저 오리엔탈 허브.xls
페디슨 메터니티 퓨어 페미닌 클렌저 오리엔탈 허브 베이직,Pedison Maternity Pure Feminine Cleanser Oriental Herb Basic,EVCO-674,2015.08.19,PDIR005,진한 갈색의 투명점액상,300 ml,이 수 진,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO674_(PDIR005)-페디슨 메터니티 퓨어 페미닌 클렌저 오리엔탈 허브 베이직.xls
로즈마인 휘핑 밀크 샤워젤 가든 로즈,Rose Mine Whipping Milk Shower Jel Garden Rose,EVCO-675,2015.08.25,RPBC013,백색의 펄점액상,300 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 골로루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO675_(RPBC013)-로즈마인 휘핑밀크 샤워젤 가든 로즈.xls
로즈마인 휘핑 밀크 샤워젤 패션 프룻,Rose Mine Whipping Milk Shower Jel Passion Fruit,EVCO-676,2015.08.25,RPBC009,백색의 펄점액상,300 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 골로루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO676_(RPBC009)-로즈마인 휘핑밀크 샤워젤 패션 프룻.xls
로즈마인 휘핑 밀크 샤워젤 쁘띠 베이비,Rose Mine Whipping Milk Shower Jel Petit Baby,EVCO-677,2015.08.25,RPBC010,백색의 펄점액상,300 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 골로루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO677_(RPBC010)-로즈마인 휘핑밀크 샤워젤 쁘띠 베이비.xls
로즈마인 휘핑 밀크 샤워젤 헤스페리데스,Rose Mine Whipping Milk Shower Jel Hesperides,EVCO-678,2015.08.25,RPBC011,백색의 펄점액상,300 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 골로루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO678_(RPBC011)-로즈마인 휘핑밀크 샤워젤 헤스페리데스.xls
로즈마인 휘핑 밀크 샤워젤 나나즈 릴리,Rose Mine Whipping Milk Shower Jel Nana's Lilly,EVCO-679,2015.08.25,RPBC012,백색의 펄점액상,300 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 골로루 문지른 후 물로 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO679_(RPBC012)-로즈마인 휘핑밀크 샤워젤 나나즈 릴리.xls
미미로린스 씬트 리메인 퍼퓸드 바디 미스트 머스크 엣 머스크,Mimi Lauryne's Sent Remain Perfumed Body Mist Musk et Musk,EVCO-680,2015.08.27,MLBM001,무색의 투명 액상,300 ml,이 수 진,샤워 후 물기를 닦은 다음 전신에 골고루 분사하여 주세요.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO680_(MLBM001)-미미로린스 씬트 리메인 퍼퓸드 바디 미스트 머스크 엣 머스크.xls
로즈마인 퍼퓸드 바디워시 가든 로즈,Rose Mine Perfumed Body Wash Garden Rose,EVCO-681,2015.08.27,RPBC015,연분홍색의 불투명 점액상,1000 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO681_(RPBC015)-로즈마인 퍼퓸드 바디워시 가든 로즈.xls
로즈마인 퍼퓸드 바디워시 러브 센세이션,Rose Mine Perfumed Body Wash Love Sensation,EVCO-682,2015.08.27,RPBC016,진한 분홍색의 불투명 점액상,1000 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO682_(RPBC016)-로즈마인 퍼퓸드 바디워시 러브 센세이션.xls
로즈마인 퍼퓸드 바디워시 클래식,Rose Mine Perfumed Body Wash Classic,EVCO-683,2015.08.27,RPBC017,백색의 불투명 점액상,1000 ml,이 수 진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO683_(RPBC017)-로즈마인 퍼퓸드 바디워시 클래식.xls
