국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한_x,원본파일,순번,등록일,excel_관리번호,excel_제품명국문,excel_제품명영문,"표시
용량","충진
용량
()",비중,pH기준,"점,경도기준","권장사용
나이",원료목록보고,"표준화
명칭적용",책임판매업적용,알러지물질표기,사용기한_y,재활용등급표시,문안표기대상부자재,기능성,라벨부착위치,버진라벨,대박스,입수량,비고,data_source,관리번호_일치,제품명_일치
로즈마인 퍼퓸드 바디워시 메이비,Rose Mine Perfumed Body Wash Maybe,EVCO-495,2014.06.17,RPBC007,민트색의 불투명 점액상,1000 ml,이수진,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO495_(RPBC007)-로즈마인 퍼퓸드 바디워시 메이비.xls,402,14.06.17,EVCO-495,로즈마인 퍼퓸드 바디워시 메이비,Rose Mine Perfumed Body Wash Maybe,1000ml,1016,1.021,,,,0,0,0,,3년,어려움,라벨,,,X,전용박스,,,both,True,True
로즈마인 퍼퓸드 바디로션 프레쉬 그린티,Rose Mine Perfumed Body Lotion Fresh Green Tea,EVCO-496,2014.06.18,RMBL005,백색의 유액상,1000 ml,이수진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,별첨.6,별첨.7,제품표준서_EVCO496_(RMBL005)-로즈마인 퍼퓸드 바디로션 프레쉬 그린티.xls,403,14.06.18,EVCO-496,로즈마인 퍼퓸드 바디로션 프레쉬 그린티,Rose Mine Perfumed Body Lotion Fresh Green Tea,1000ml,992,0.982,,,,,0,0,,,,라벨,,,,,,,both,True,True
로즈마인 퍼퓸드 바디로션 블레싱 블러썸,Rose Mine Perfumed Body Lotion Blessing Blossom,EVCO-497,2014.06.18,RMBL006,백색의 유액상,1000 ml,이수진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,별첨.6,별첨.7,제품표준서_EVCO497_(RMBL006)-로즈마인 퍼퓸드 바디로션 블레싱 블러썸.xls,404,14.06.18,EVCO-497,로즈마인 퍼퓸드 바디로션 블레싱 블러썸,Rose Mine Perfumed Body Lotion Blessing Blossom,1000ml,992,0.982,7.0 ± 1.0,"30,000 ± 5,000",,0,O,0,,3년,어려움,라벨,,,,,,,both,True,True
로즈마인 퍼퓸드 바디로션 메이비,Rose Mine Perfumed Body Lotion Maybe,EVCO-498,2014.06.18,RMBL007,백색의 유액상,1000 ml,이수진,샤워 후 적당량을 덜어 전신에 마사지하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때마다 수시로 바르면 더욱 효과적입니다.,,,별첨.6,별첨.7,제품표준서_EVCO498_(RMBL007)-로즈마인 퍼퓸드 바디로션 메이비.xls,405,14.06.18,EVCO-498,로즈마인 퍼퓸드 바디로션 메이비,Rose Mine Perfumed Body Lotion Maybe,1000ml,992,0.982,7.0 ± 1.0,"30,000 ± 5,000",,,0,0,,,,라벨,,,,,,,both,True,True
미미로린스 씬트 리메인 디퓨져 스파클링 사케,Mimi Lauryne's Scent Remain Diffuser Sparkling Sake,EVCO-499,2014.06.23,MLDF006,노란색의 투명액상,170 ml,이수진,방향제,,,별첨.7,자율안전확인시고필증번호: B072H361-2001,제품표준서_EVCO499_(MLDF006)-미미로린스 씬트 리메인 디퓨져 스파클링 사케.xls,406,14.06.23,EVCO-499,미미로린스 씬트 리메인 디퓨져 스파클링 사케,,170ml,168,0.880,,,,,,,,,,,,,,,,,both,True,True
미미로린스 씬트 리메인 디퓨져 화이트 코튼,Mimi Lauryne's Scent Remain Diffuser White Cotton,EVCO-500,2014.06.23,MLDF007,무색의 투명액상,170 ml,이수진,방향제,,,별첨.7,자율안전확인시고필증번호: B072H361-2001,제품표준서_EVCO500_(MLDF007)-미미로린스 씬트 리메인 디퓨져 화이트 코튼.xls,407,14.06.23,EVCO-500,미미로린스 씬트 리메인 디퓨져 화이트 코튼,,170ml,168,0.878,,,,,,,,,,,,,,,,,both,True,True
미미로린스 드레스 퍼퓸 미스트 아로마틱 시트러스,Mimi Lauryne's Dress Perfume Mist Aromatic Citrus,EVCO-501,2014.06.25,MLDM007,무색 투명한 액상,150 ml / 500 ml,이수진,섬유탈취제,,,별첨.7,자율안전확인신고필증번호: B072H361-3002,제품표준서_EVCO501_(MLDMB07)-미미로린스 드레스 퍼퓸 미스트 아로마틱 시트러스.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
미미로린스 드레스 퍼퓸 미스트 블랙베리,Mimi Lauryne's Dress Perfume Mist Black Berry,EVCO-502,2014.06.25,MLDM008,무색 투명한 액상,150 ml / 500 ml,이수진,섬유탈취제,,,별첨.7,자율안전확인신고필증번호: B072H361-3002,제품표준서_EVCO502_(MLDMB08)-미미로린스 드레스 퍼퓸 미스트 블랙베리.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
미미로린스 드레스 퍼퓸 미스트 스파클링 사케,Mimi Lauryne's Dress Perfume Mist Sparkling Sake,EVCO-503,2014.06.25,MLDM009,무색 투명한 액상,150 ml / 500 ml,이수진,섬유탈취제,,,별첨.7,자율안전확인신고필증번호: B072H361-3002,제품표준서_EVCO503_(MLDMB09)-미미로린스 드레스 퍼퓸 미스트 스파클링 사케.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
미미로린스 드레스 퍼퓸 미스트 화이트 코튼,Mimi Lauryne's Dress Perfume Mist White Cotton,EVCO-504,2014.06.25,MLDM010,무색 투명한 액상,150 ml / 500 ml,이수진,섬유탈취제,,,별첨.7,자율안전확인신고필증번호: B072H361-3002,제품표준서_EVCO504_(MLDMB10)-미미로린스 드레스 퍼퓸 미스트 화이트 코튼.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
미미로린스 씬트 리메인 실크 모이스쳐 바디워시,Mimi Lauryne's Scent Remain Silk Moisture Body Wash,EVCO-505,2014.07.18,MLBC001,미황색의 투명 점액상,300 ml,이수진,"물에 적신 샤워볼에 적당량을 덜어 충분히 거품을 낸 뒤, 온 몸을 마사지하듯 부드럽게 닦아주고 물로 깨끗이 행구어줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO505_(MLBC001)-미미로린스 씬트 리메인 실크 모이스쳐 바디워시.xls,412,14.07.18,EVCO-505,미미로린스 씬트 리메인 실크 모이스쳐 바디워시,,,,1.017,,,,,,,,,,,,,,,,,both,True,True
미미로린스 씬트 리메인 실크 모이스쳐 바디로션,Mimi Lauryne's Scent Remain Silk Moisture Body Lotion,EVCO-506,2014.07.18,MLBL001,백색의 유액상,300 ml,이수진,"샤워 후, 물기를 제거하고 적당량을 덜어 전신에 마사지하듯 부드럽게 펴 발라줍니다. 건조할 때마다 수시로 바르면 더욱 효과적입니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO506_(MLBL001)-미미로린스 씬트 리메인 실크 모이스쳐 바디로션.xls,413,14.07.18,EVCO-506,미미로린스 씬트 리메인 실크 모이스쳐 바디로션,,,,0.973,,,,,,,,,,,,,,,,,both,True,True
미미로린스 씬트 리메인 실크 모이스쳐 핸드크림,Mimi Lauryne's Scent Remain Silk Moisture Hand Cream,EVCO-507,2014.07.18,MLHC001,백색의 크림상,60 ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO507_(MLHC001)-미미로린스 씬트 리메인 실크 모이스쳐 핸드크림.xls,414,14.07.18,EVCO-507,미미로린스 씬트 리메인 실크 모이스쳐 핸드크림,,60ml,58,0.959,,,,,,,,,,,,,,,,,both,True,True
로즈마인 퍼퓸드 핸드크림 글래밍 비쥬,Rose Mine Perfumed Hand Cream Gleaming Bijou,EVCO-508,2014.07.25,RMHC009,백색의 크림상,60ml,이수진,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,별첨.6,별첨.7,제품표준서_EVCO508_(RMHC009)-로즈마인 퍼퓸드 핸드크림 글래밍 비쥬.xls,415,14.07.25,EVCO-508,로즈마인 퍼퓸드 핸드크림 글래밍 비쥬,,60ml,58,0.964,,,,,,,,,우수,튜브,,,,,,,both,True,True
로즈마인 퍼퓸드 핸드크림 머스크 앤 머스크,Rose Mine Perfumed Hand Cream Musk & Musk,EVCO-509,2014.07.25,RMHC010,백색의 크림상,60ml,이수진,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,별첨.6,별첨.7,제품표준서_EVCO509_(RMHC010)-로즈마인 퍼퓸드 핸드크림 머스크 앤 머스크.xls,416,14.07.25,EVCO-509,로즈마인 퍼퓸드 핸드크림 머스크 앤 머스크,,60ml,58,0.964,,,,,,,,,우수,튜브,,,,,,,both,True,True
로즈마인 퍼퓸드 핸드크림 메이비,Rose Mine Perfumed Hand Cream Maybe,EVCO-510,2014.07.25,RMHC011,백색의 크림상,60ml,이수진,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,별첨.6,별첨.7,제품표준서_EVCO510_(RMHC011)-로즈마인 퍼퓸드 핸드크림 메이비.xls,417,14.07.25,EVCO-510,로즈마인 퍼퓸드 핸드크림 메이비,,60ml,58,0.964,,,,,,,,,우수,튜브,,,,,,,both,True,True
로즈마인 퍼퓸드 핸드크림 헤스페리데스,Rose Mine Perfumed Hand Cream Hesperides,EVCO-511,2014.07.25,RMHC007,백색의 크림상,60ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,별첨.6,별첨.7,제품표준서_EVCO511_(RMHC007)-로즈마인 퍼퓸드 핸드크림 헤스페리데스.xls,418,14.07.29,EVCO-511,로즈마인 퍼퓸드 핸드크림 헤스페리데스,Rosemine Perfumed Hand Cream Hesperides,60ml,59,0.964,7.0 ± 1.0,"35,000 ± 5,000",,,O,,,3년,우수,튜브,,,,,,,both,True,True
로즈마인 퍼퓸드 핸드크림 나나즈 릴리,Rose Mine Perfumed Hand Cream Nana's Lily,EVCO-512,2014.07.25,RMHC008,백색의 크림상,60ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",,,별첨.6,별첨.7,제품표준서_EVCO512_(RMHC008)-로즈마인 퍼퓸드 핸드크림 나나즈 릴리.xls,419,14.07.29,EVCO-512,로즈마인 퍼퓸드 핸드크림 나나즈 릴리,Rosemine Perfumed Hand Cream Nana's Lily,60ml,58~59,0.964,7.0 ± 1.0,"35,000 ± 5,000",,,O,,,,우수,튜브,,,,,,,both,True,True
페디슨 에스블랜드 아로마 이너케어 미스트,Pedison S-blend Aroma Inner Care Mist,EVCO-513,2014.08.05,PDIM000,미황색의 투명 액상,30 ml,이수진,"청결감을 느끼고 싶을 때, 또는 건조함으로 불편함을 느낄 때 시크릿존에 가볍게 분사해 주십시오.",,,별첨.6,별첨.7,제품표준서_EVCO513_(PDIM000)-페디슨 에스블랜드 아로마 이너케어 미스트.xls,420,14.08.05,EVCO-513,페디슨 에스블랜드 아로마 이너케어 미스트,,,,,,,,,,,,,,,,,,,,,both,True,True
에스떼 이너린스 프리미엄,Esthe Inner Rinse Premium,EVCO-514,2014.08.08,ETIRN02,무색 투명한 점액상,500 ml,이수진,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO514_(ETIRN02)-에스떼 이너린스 프리미엄.xls,421,14.08.08,EVCO-514,에스떼 이너린스 프리미엄,,,,,,,,,,,,,,,,,,,,,both,True,True
미미로린스 뷰티 레슨 핸드크림 #1 로지 플뢰르,Mimi Lauryne's Beauty Lesson Hand Cream #1 Rosee Fleur,EVCO-515,2014.08.11,MLHC011,미황색의 크림상,50 ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜 줍니다.",,,별첨.6,별첨.7,제품표준서_EVCO515_(MLHC011)-미미로린스 뷰티레슨 핸드크림 #1 로지 플뢰르.xls,422,14.08.11,EVCO-515,미미로린스 뷰티레슨 핸드크림 #1 로지 플뢰르,,50ml,50,,,,,,,,,,,,,,,,,,both,True,True
미미로린스 뷰티 레슨 핸드크림 #2 아로마틱 시트러스,Mimi Lauryne's Beauty Lesson Hand Cream #2 Aromatic Citrus,EVCO-516,2014.08.11,MLHC012,미황색의 크림상,50 ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜 줍니다.",,,별첨.6,별첨.7,제품표준서_EVCO516_(MLHC012)-미미로린스 뷰티레슨 핸드크림 #2 아로마틱 시트러스.xls,423,14.08.11,EVCO-516,미미로린스 뷰티레슨 핸드크림 #2 아로마틱 시트러스,,50ml,50,,,,,,,,,,,,,,,,,,both,True,True
미미로린스 뷰티 레슨 핸드크림 #3 이그조티크,Mimi Lauryne's Beauty Lesson Hand Cream #3 Exotique,EVCO-517,2014.08.11,MLHC013,미황색의 크림상,50 ml,이수진,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜 줍니다.",,,별첨.6,별첨.7,제품표준서_EVCO517_(MLHC013)-미미로린스 뷰티레슨 핸드크림 #3 이그조티크.xls,424,14.08.11,EVCO-517,미미로린스 뷰티레슨 핸드크림 #3 이그조티크,,50ml,50,,,,,,,,,,,,,,,,,,both,True,True
미미로린스 씬트 리메인 디퓨져 씨트로니어,Mimi Lauryne's Scent Remain Diffuser Citronnier,EVCO-518,2014.08.21,MLDF008,미황색의 투명액상,170 ml,이수진,방향제,,,별첨.7,자율안전확인시고필증번호: B072H361-2001,제품표준서_EVCO518_(MLDF008)-미미로린스 씬트 리메인 디퓨져 씨트로니어.xls,425,14.08.21,EVCO-518,미미로린스 씬트 리메인 디퓨져 씨트로니어,,170ml,168,,,,,,,,,,,,,,,,,,both,True,True
미미로린스 씬트 리메인 디퓨져 마리에,Mimi Lauryne's Scent Remain Diffuser Mariee,EVCO-519,2014.08.21,MLDF009,분홍색의 투명액상,170 ml,이수진,방향제,,,별첨.7,자율안전확인시고필증번호: B072H361-2001,제품표준서_EVCO519_(MLDF009)-미미로린스 씬트 리메인 디퓨져 마리에.xls,426,14.08.21,EVCO-519,미미로린스 씬트 리메인 디퓨져 마리에,,170ml,168,,,,,,,,,,,,,,,,,,both,True,True
로즈문 디 마이너스 원 플랜 인텐스 컨투어 밤,ROSEMOON D-1 Plan Intense Contour Balm,EVCO-520-1,2014.09.03,DPBB050,연갈색의 크림상,50 g,이 수 진,기초화장 마무리 단계시 피부보호 및 자연스런 커버를 위해 제품 소량을 얼굴 전체에 가볍게 두드리듯 펴 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO520-1_(DPBB050)-로즈문 디 마이너스 원 플랜 인텐스 컨투어 밤.xls,427-1,14.09.03,EVCO-520-1,로즈문 디 마이너스 원 플랜 인텐스 컨투어 밤,,50g,50,,,,,,,,,,,,,,,,,,both,True,True
로즈문 리치 카멜리아(동백) 하이드레이팅 크림,Rosemoon Rich Camellia Hydrating Cream,EVCO-520,2014.08.14,RSCR000,살구색의 반투명 크림상,50 ml,이수진,본품 적당량을 취해 피부에 골고루 펴 바른다.,,,별첨.6,별첨.7,제품표준서_EVCO520_(RSCR000)-로즈문 리치 카멜리아(동백) 하이드레이팅 크림.xls,427,14.08.14,EVCO-520,로즈문 리치 카멜리아(동백) 하이드레이팅 크림,,50ml,50~52,1.012,,,,,O,,,,,단상자,,,,,,,both,True,True
아로마 마일드샤워 바디클렌저 퍼퓸 가든로즈,AROMA Mild Shower Body Cleanser Perfume Garden Rose,EVCO-521,2014.09.11,NABC010,분홍색의 펄점액상,750 ml,이수진,적당량을 물에 적신 스폰지나 타올에 덜어 충분히 거품을 내서 전신에 골고루 마사지하듯 문지른 후 물로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO521_(NABC010)-아로마 마일드샤워 바디클렌저 퍼퓸 가든로즈.xls,428,14.09.11,EVCO-521,아로마 마일드샤워 바디클렌저 퍼퓸 가든로즈,,750ml,765,1.018,,,,,,,,,,,,,,,,,both,True,True
로즈마인 퍼퓸드 드라이 오일 미스트 쁘띠 베이비,Rose Mine Perfumed Dry Oil Mist Petit baby,EVCO-522,2014.09.18,RMDO001,황색의 오일상,300 ml,이수진,샤워 후 물기가 있을 때 전신에 골고루 뿌린 후 두드려 흡수시켜 줍니다. 건조한 피부에 부드럽게 뿌리거나 모발에 스프레이하면 영양과 윤기를 공급할 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO522_(RMDO001)-로즈마인 퍼퓸드 드라이 오일 미스트 쁘띠 베이비.xls,429,14.09.18,EVCO-522,로즈마인 퍼퓸드 드라이 오일 미스트 쁘디 베이비,,300ml,276,0.944,,,,,,,,,,,,,,,,,both,True,True
로즈마인 퍼퓸드 드라이 오일 미스트 글래밍 비쥬,Rose Mine Perfumed Dry Oil Mist Gleaming Bijou,EVCO-523,2014.09.18,RMDO002,황색의 오일상,300 ml,이수진,샤워 후 물기가 있을 때 전신에 골고루 뿌린 후 두드려 흡수시켜 줍니다. 건조한 피부에 부드럽게 뿌리거나 모발에 스프레이하면 영양과 윤기를 공급할 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO523_(RMDO002)-로즈마인 퍼퓸드 드라이 오일 미스트 글래밍 비쥬.xls,430,14.09.18,EVCO-523,로즈마인 퍼퓸드 드라이 오일 미스트 글래밍 비쥬,,300ml,276,0.944,,,,,,,,,,,,,,,,,both,True,True
로즈마인 퍼퓸드 드라이 오일 미스트 가든 로즈,Rose Mine Perfumed Dry Oil Mist Garden Rose,EVCO-524,2014.09.18,RMDO003,황색의 오일상,300 ml,이수진,샤워 후 물기가 있을 때 전신에 골고루 뿌린 후 두드려 흡수시켜 줍니다. 건조한 피부에 부드럽게 뿌리거나 모발에 스프레이하면 영양과 윤기를 공급할 수 있습니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO524_(RMDO003)-로즈마인 퍼퓸드 드라이 오일 미스트 가든 로즈.xls,431,14.09.18,EVCO-524,로즈마인 퍼퓸드 드라이 오일 미스트 가든 로즈,,300ml,276,0.942,,,,,,,,,,,,,,,,,both,True,True
에바스 아로마 폼 클렌저 라이스,EVAS Aroma Fome Cleanser Rice,EVCO-525,2014.09.24,ARFC003,백색의 크림상,150 ml,이수진,세안 시 물기가 있는 손에 적당량을 취해 충분히 거품을 낸 후 얼굴을 마사지하듯 문지르고 미온수로 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO525_(ARFC003)-에바스 아로마 폼 클렌저 라이스.xls,432,14.09.24,EVCO-525,에바스 아로마 폼 클렌저 라이스,,150ml,141,0.94,,,,,,,,,,,,,,,,,both,True,True
에바스 아로마 폼 클렌저 화이트닝,EVAS Aroma Fome Cleanser Whitening,EVCO-526,2014.09.24,ARFC004,백색의 크림상,150 ml,이수진,세안 시 물기가 있는 손에 적당량을 취해 충분히 거품을 낸 후 얼굴을 마사지하듯 문지르고 미온수로 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.6,제품표준서_EVCO526_(ARFC004)-에바스 아로마 폼 클렌저 화이트닝.xls,433,14.09.24,EVCO-526,에바스 아로마 폼 클렌저 화이트닝,,150ml,141,0.94,,,,,,,,,,,,,,,,,both,True,True
페디슨 뉴트리티브 인퓨젼 크림,Pedison Nutritive Infusion Cream,EVCO-527,2014.10.06,PDIC000,미황색의 크림상,"120 ml, 15 ml",이 수 진,"매일 아침, 저녁 세안 후 크림단계에서 적당량을 덜어 얼굴, 목 부위에 골고루 펴 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO527_(PDIC000)-페디슨 뉴트리티브 인퓨젼 크림.xls,434,14.10.06,EVCO-527,페디슨 뉴트리티브 인퓨젼 크림,Pedison Nutritive Infusion Cream,120ml,121,1.011,,,,,0,0,,,,튜브,,,,,,,both,True,True
켈리스 모이스처 니나보보 에센스,Kelly's Moisture Ninabobo Essence,EVCO-528,2014.10.10,KMNE000,무색 투명의 점성액,30 ml,이 수 진,"취침 전, 귀 뒤쪽에서 관자놀이 부분까지 엄지와 검지를 이용하여 원을 그리듯 마사지 합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,별첨.4,제품표준서_EVCO528_(KMNE000)-캘리스 모이스처 니나보보 에센스.xls,435,14.10.10,EVCO-528,켈리스 모이스처 니나보보 에센스,,,,,,,,,,,,,,,,,,,,,both,True,True
