제품코드,QC유형,순번,항목,시험기준,시험방법
PDIR003,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
PDIR003,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
PDIR003,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
PDIR003,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
PDIR003,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
PDIR003,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
PDIR003,완제품,,납,20 ppm 이하,EV-F-1011(0)
PDIR003,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF001,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF002,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF003,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF004,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF005,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF001,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF002,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF003,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF004,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF005,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF001,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF002,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF003,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF004,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF005,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF001,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF002,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF003,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF004,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF005,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF001,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF002,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF003,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF004,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF005,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF001,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF002,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF003,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF004,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF005,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF001,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF002,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF003,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF004,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF005,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF001,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF002,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF003,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF004,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF005,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF001,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF002,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF003,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF004,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF005,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF001,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF002,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF003,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF004,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF005,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF001,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF002,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF003,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF004,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF005,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF001,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF002,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF003,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF004,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF005,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF001,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF002,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF003,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF004,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF005,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF001,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF002,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF003,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF004,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF005,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF001,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF002,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF003,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF004,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF005,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF001,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF002,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF003,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF004,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF005,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF001,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF002,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF003,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF004,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF005,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF001,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF002,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF003,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF004,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF005,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF001,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF002,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF003,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF004,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF005,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF001,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF002,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF003,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF004,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF005,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF001,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF002,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF003,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF004,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF005,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF001,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF002,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF003,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF004,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF005,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF001,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF002,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF003,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF004,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF005,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF001,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF002,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF003,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF004,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF005,반제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
RMDF001,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF002,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF003,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF004,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF005,반제품,7.0,미   생   물,100 CFU/g 이하,EV-F-1014(0)
RMDF001,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF002,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF003,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF004,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF005,완제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1008(0)
RMDF001,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF002,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF003,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF004,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF005,완제품,4.0,내   용   량,표시용량(180ml)의 97%이상,EV-F-1035(0)
RMDF001,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF002,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF003,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF004,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF005,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
RMDF001,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF002,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF003,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF004,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF005,완제품,6.0,안   정   성,반제품성적서 참조,EV-F-1005(0)
RMDF001,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF002,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF003,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF004,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF005,완제품,7.0,미   생   물,반제품성적서 참조,EV-F-1014(0)
RMDF001,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF002,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF003,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF004,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF005,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
RMDF001,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF002,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF003,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF004,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF005,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
RMDF001,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF002,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF003,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF004,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF005,완제품,,수        은,1ppm이하,EV-F-1013(0)
RMDF001,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF002,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF003,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF004,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF005,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
RMDF001,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF002,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF003,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF004,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF005,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
RMDF001,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF002,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF003,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF004,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF005,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
RMDF001,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF002,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF003,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF004,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF005,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
RMDF001,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF002,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF003,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF004,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF005,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
RMDF001,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF002,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF003,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF004,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF005,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
RMDF001,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF002,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF003,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF004,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF005,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
RMDF001,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF002,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF003,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF004,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF005,완제품,,납,20 ppm 이하,EV-F-1011(0)
RMDF001,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF002,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF003,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF004,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF005,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
RMDF001,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF002,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF003,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF004,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF005,반제품,3.0,P         H,6.5 ± 1.0 (25℃),EV-F-1006(0)
RMDF001,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
RMDF002,반제품,4.0,비        중,0.870 ~ 0.890,EV-F-1009(0)
